Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,41
speak 1,A1,17
speak 1,A2,0
speak 2,Pre - A1,31
speak 2,A1,27
speak 2,A2,0
reading,Pre - A1,12
reading,A1 -,5
reading,A1,16
reading,A1 +,9
reading,A2 -,9
reading,A2,6
reading,A2 +,1
listening,Pre - A1,4
listening,A1 -,19
listening,A1,21
listening,A1 +,8
listening,A2 -,5
listening,A2,1
listening,A2 +,0
