Porcentaje de error de revisores,Frecuencia
0.0,27
1.25,15
2.0,12
2.5,7
4.0,7
5.25,5
3.25,4
6.0,4
0.62,3
3.75,3
4.5,3
7.25,2
5.75,2
7.5,1
2.62,1
12.75,1
3.12,1
9.0,1
7.75,1
24.0,1
1.88,1
