Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,45
speak 1,A1,41
speak 1,A2,16
speak 2,Pre - A1,40
speak 2,A1,45
speak 2,A2,17
reading,Pre - A1,7
reading,A1 -,10
reading,A1,16
reading,A1 +,16
reading,A2 -,17
reading,A2,22
reading,A2 +,13
listening,Pre - A1,0
listening,A1 -,11
listening,A1,26
listening,A1 +,17
listening,A2 -,17
listening,A2,21
listening,A2 +,9
