Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,96.05,73.0
2,reading_3.1_4,93.42,71.0
3,reading_3.1_5,92.11,70.0
4,reading_3.1_1,92.11,70.0
5,reading_3.1_3,90.79,69.0
6,reading_4.1_1,82.89,63.0
7,listening_4_8,78.95,60.0
