Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_5,98.84,85.0
2,reading_3.1_2,97.67,84.0
3,reading_3.1_3,97.67,84.0
4,reading_3.1_4,97.67,84.0
5,reading_3.1_1,96.51,83.0
6,reading_3.2_3,94.19,81.0
7,reading_4.2_3,94.19,81.0
