Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,97.94,95.0
2,reading_3.2_3,95.88,93.0
3,reading_3.1_3,93.81,91.0
4,reading_3.1_4,92.78,90.0
5,reading_3.1_1,92.78,90.0
6,reading_3.1_5,91.75,89.0
7,reading_4.2_1,83.51,81.0
