Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_1,100.0,34.0
2,reading_3.1_2,100.0,34.0
3,reading_3.1_4,100.0,34.0
4,reading_3.1_3,94.12,32.0
5,reading_3.2_3,94.12,32.0
6,reading_3.1_5,94.12,32.0
7,reading_4.2_1,88.24,30.0
