Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_1_9,7.84,4.0
2,reading_1_7,7.84,4.0
3,reading_1_6,9.8,5.0
4,reading_1_5,9.8,5.0
5,reading_1_2,9.8,5.0
6,reading_1_1,9.8,5.0
7,reading_1_8,9.8,5.0
