Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_4,96.77,60.0
2,reading_3.2_3,96.77,60.0
3,reading_3.1_2,95.16,59.0
4,reading_3.1_5,93.55,58.0
5,reading_4.1_1,93.55,58.0
6,reading_3.1_1,91.94,57.0
7,reading_3.1_3,90.32,56.0
