Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,100.0,85.0
2,reading_3.2_3,98.82,84.0
3,reading_3.1_5,97.65,83.0
4,reading_3.1_3,97.65,83.0
5,reading_3.1_4,96.47,82.0
6,reading_3.1_1,95.29,81.0
7,listening_4_1,94.12,80.0
