Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,6
speak 1,A1,16
speak 1,A2,24
speak 2,Pre - A1,5
speak 2,A1,20
speak 2,A2,21
reading,Pre - A1,4
reading,A1 -,5
reading,A1,10
reading,A1 +,3
reading,A2 -,9
reading,A2,12
reading,A2 +,1
listening,Pre - A1,0
listening,A1 -,2
listening,A1,1
listening,A1 +,16
listening,A2 -,7
listening,A2,7
listening,A2 +,11
