Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,100.0,39.0
2,reading_3.1_2,100.0,39.0
3,reading_4.1_1,89.74,35.0
4,reading_3.1_4,89.74,35.0
5,reading_3.1_3,89.74,35.0
6,reading_3.1_1,89.74,35.0
7,reading_3_1,89.74,35.0
