Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,25
speak 1,A1,19
speak 1,A2,9
speak 2,Pre - A1,22
speak 2,A1,17
speak 2,A2,14
reading,Pre - A1,4
reading,A1 -,4
reading,A1,15
reading,A1 +,5
reading,A2 -,7
reading,A2,12
reading,A2 +,6
listening,Pre - A1,0
listening,A1 -,6
listening,A1,20
listening,A1 +,11
listening,A2 -,8
listening,A2,4
listening,A2 +,4
