Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,29
speak 1,A1,41
speak 1,A2,10
speak 2,Pre - A1,25
speak 2,A1,41
speak 2,A2,14
reading,Pre - A1,17
reading,A1 -,17
reading,A1,13
reading,A1 +,13
reading,A2 -,3
reading,A2,12
reading,A2 +,4
listening,Pre - A1,2
listening,A1 -,20
listening,A1,23
listening,A1 +,21
listening,A2 -,5
listening,A2,5
listening,A2 +,2
