Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,100.0,57.0
2,reading_3.2_3,98.25,56.0
3,reading_3.1_4,87.72,50.0
4,reading_3.1_1,87.72,50.0
5,listening_4_1,84.21,48.0
6,reading_4.1_1,82.46,47.0
7,listening_4_4,80.7,46.0
