Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,36
speak 1,A1,22
speak 1,A2,6
speak 2,Pre - A1,33
speak 2,A1,27
speak 2,A2,4
reading,Pre - A1,4
reading,A1 -,8
reading,A1,14
reading,A1 +,14
reading,A2 -,14
reading,A2,7
reading,A2 +,3
listening,Pre - A1,2
listening,A1 -,14
listening,A1,19
listening,A1 +,16
listening,A2 -,5
listening,A2,6
listening,A2 +,2
