Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,17
speak 1,A1,35
speak 1,A2,20
speak 2,Pre - A1,18
speak 2,A1,31
speak 2,A2,23
reading,Pre - A1,1
reading,A1 -,6
reading,A1,6
reading,A1 +,8
reading,A2 -,21
reading,A2,22
reading,A2 +,8
listening,Pre - A1,0
listening,A1 -,7
listening,A1,13
listening,A1 +,25
listening,A2 -,15
listening,A2,8
listening,A2 +,4
