Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,2
speak 1,A1,20
speak 1,A2,27
speak 2,Pre - A1,2
speak 2,A1,21
speak 2,A2,26
reading,Pre - A1,2
reading,A1 -,0
reading,A1,5
reading,A1 +,5
reading,A2 -,4
reading,A2,13
reading,A2 +,20
listening,Pre - A1,0
listening,A1 -,2
listening,A1,1
listening,A1 +,5
listening,A2 -,6
listening,A2,12
listening,A2 +,23
