Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,34
speak 1,A1,26
speak 1,A2,15
speak 2,Pre - A1,34
speak 2,A1,25
speak 2,A2,16
reading,Pre - A1,6
reading,A1 -,9
reading,A1,14
reading,A1 +,13
reading,A2 -,14
reading,A2,15
reading,A2 +,4
listening,Pre - A1,3
listening,A1 -,13
listening,A1,22
listening,A1 +,17
listening,A2 -,11
listening,A2,8
listening,A2 +,1
