Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,100.0,55.0
2,reading_3.1_2,98.18,54.0
3,reading_3.1_5,96.36,53.0
4,reading_3.1_3,96.36,53.0
5,reading_3.1_1,94.55,52.0
6,reading_3.1_4,94.55,52.0
7,reading_4.2_1,89.09,49.0
