Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,10
speak 1,A1,23
speak 1,A2,7
speak 2,Pre - A1,11
speak 2,A1,20
speak 2,A2,9
reading,Pre - A1,1
reading,A1 -,8
reading,A1,9
reading,A1 +,13
reading,A2 -,5
reading,A2,3
reading,A2 +,1
listening,Pre - A1,1
listening,A1 -,5
listening,A1,17
listening,A1 +,11
listening,A2 -,4
listening,A2,1
listening,A2 +,1
