Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,98.44,63.0
2,reading_3.1_1,96.88,62.0
3,reading_3.2_3,96.88,62.0
4,reading_3.1_4,95.31,61.0
5,reading_3.1_3,93.75,60.0
6,reading_4.2_1,93.75,60.0
7,listening_1_3,92.19,59.0
