Porcentaje de error de revisores,Frecuencia
71.75,1
38.75,1
57.25,1
70.75,1
22.75,1
78.5,1
44.75,1
31.75,1
66.75,1
29.75,1
78.25,1
61.25,1
74.25,1
87.75,1
72.25,1
56.5,1
76.0,1
56.0,1
72.75,1
34.5,1
60.5,1
60.75,1
39.0,1
48.75,1
