Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,98.77,80.0
2,reading_3.1_4,95.06,77.0
3,reading_3.1_1,95.06,77.0
4,reading_3.1_3,95.06,77.0
5,reading_4.1_1,93.83,76.0
6,reading_3.1_5,92.59,75.0
7,reading_3.2_3,90.12,73.0
