Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_5,100.0,47.0
2,reading_3.1_2,100.0,47.0
3,reading_4.2_1,97.87,46.0
4,reading_3.1_3,97.87,46.0
5,reading_3.1_1,95.74,45.0
6,reading_3.1_4,93.62,44.0
7,reading_4.1_1,89.36,42.0
