Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_1,100.0,44.0
2,reading_3.1_2,100.0,44.0
3,reading_3.1_4,97.73,43.0
4,reading_3.1_5,95.45,42.0
5,reading_4.2_1,95.45,42.0
6,reading_3.1_3,95.45,42.0
7,reading_4.1_1,93.18,41.0
