Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,15
speak 1,A1,30
speak 1,A2,11
speak 2,Pre - A1,17
speak 2,A1,31
speak 2,A2,8
reading,Pre - A1,5
reading,A1 -,4
reading,A1,14
reading,A1 +,17
reading,A2 -,10
reading,A2,5
reading,A2 +,1
listening,Pre - A1,0
listening,A1 -,0
listening,A1,17
listening,A1 +,23
listening,A2 -,13
listening,A2,3
listening,A2 +,0
