Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_4,100.0,56.0
2,reading_3.1_1,100.0,56.0
3,reading_3.1_2,100.0,56.0
4,reading_3.1_5,98.21,55.0
5,reading_3.1_3,98.21,55.0
6,reading_4.2_3,94.64,53.0
7,reading_4.2_1,92.86,52.0
