Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_5,100.0,44.0
2,reading_3.1_1,100.0,44.0
3,reading_3.1_2,100.0,44.0
4,reading_3.1_3,100.0,44.0
5,reading_3.1_4,100.0,44.0
6,reading_3.2_3,97.73,43.0
7,reading_4.1_1,90.91,40.0
