Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,26
speak 1,A1,26
speak 1,A2,4
speak 2,Pre - A1,23
speak 2,A1,30
speak 2,A2,3
reading,Pre - A1,4
reading,A1 -,4
reading,A1,14
reading,A1 +,14
reading,A2 -,8
reading,A2,11
reading,A2 +,1
listening,Pre - A1,0
listening,A1 -,7
listening,A1,21
listening,A1 +,17
listening,A2 -,5
listening,A2,4
listening,A2 +,1
