Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,9
speak 1,A1,8
speak 1,A2,0
speak 2,Pre - A1,8
speak 2,A1,9
speak 2,A2,0
reading,Pre - A1,0
reading,A1 -,0
reading,A1,2
reading,A1 +,1
reading,A2 -,2
reading,A2,9
reading,A2 +,3
listening,Pre - A1,0
listening,A1 -,0
listening,A1,0
listening,A1 +,0
listening,A2 -,1
listening,A2,2
listening,A2 +,14
