Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,100.0,47.0
2,reading_3.1_1,100.0,47.0
3,reading_3.2_3,100.0,47.0
4,reading_3.1_4,97.87,46.0
5,reading_3.1_5,93.62,44.0
6,reading_2_2,93.62,44.0
7,reading_3.1_3,93.62,44.0
