Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,96.15,50.0
2,reading_4.2_1,96.15,50.0
3,reading_4.1_1,94.23,49.0
4,reading_4.2_3,90.38,47.0
5,reading_3.2_3,86.54,45.0
6,reading_3.1_3,84.62,44.0
7,reading_4.2_2,84.62,44.0
