Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_1_2,10.0,4.0
2,reading_1_7,17.5,7.0
3,reading_1_9,20.0,8.0
4,reading_1_8,22.5,9.0
5,reading_1_3,25.0,10.0
6,reading_1_6,30.0,12.0
7,reading_1_5,32.5,13.0
