Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,100.0,47.0
2,reading_3.1_4,97.87,46.0
3,reading_3.1_2,97.87,46.0
4,reading_4.2_1,97.87,46.0
5,reading_4.1_1,95.74,45.0
6,reading_3.1_1,95.74,45.0
7,reading_3.1_3,95.74,45.0
