Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,98.21,55.0
2,reading_3.1_5,96.43,54.0
3,reading_3.1_3,96.43,54.0
4,reading_3.1_4,96.43,54.0
5,reading_3.2_3,94.64,53.0
6,reading_3.1_1,94.64,53.0
7,reading_4.1_1,94.64,53.0
