Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,100.0,101.0
2,reading_3.1_4,97.03,98.0
3,reading_3.1_1,96.04,97.0
4,reading_3.2_3,96.04,97.0
5,reading_3.1_5,94.06,95.0
6,reading_4.1_1,94.06,95.0
7,reading_3.1_3,94.06,95.0
