Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,100.0,102.0
2,reading_3.1_2,99.02,101.0
3,reading_3.1_4,98.04,100.0
4,reading_3.1_1,98.04,100.0
5,reading_3.1_5,97.06,99.0
6,reading_3.1_3,96.08,98.0
7,reading_4.1_1,95.1,97.0
