Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,30
speak 1,A1,18
speak 1,A2,6
speak 2,Pre - A1,29
speak 2,A1,21
speak 2,A2,4
reading,Pre - A1,4
reading,A1 -,9
reading,A1,26
reading,A1 +,5
reading,A2 -,7
reading,A2,2
reading,A2 +,1
listening,Pre - A1,1
listening,A1 -,5
listening,A1,17
listening,A1 +,23
listening,A2 -,3
listening,A2,2
listening,A2 +,2
