Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,22
speak 1,A1,34
speak 1,A2,17
speak 2,Pre - A1,19
speak 2,A1,38
speak 2,A2,16
reading,Pre - A1,7
reading,A1 -,5
reading,A1,15
reading,A1 +,7
reading,A2 -,16
reading,A2,14
reading,A2 +,9
listening,Pre - A1,1
listening,A1 -,14
listening,A1,17
listening,A1 +,17
listening,A2 -,7
listening,A2,8
listening,A2 +,8
