Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,100.0,49.0
2,reading_3.1_2,97.96,48.0
3,reading_3.1_5,95.92,47.0
4,reading_3.1_1,93.88,46.0
5,reading_3.1_3,93.88,46.0
6,reading_3.1_4,93.88,46.0
7,listening_4_8,91.84,45.0
