Porcentaje de error de revisores,Frecuencia
0.0,5
37.75,2
17.0,2
24.0,2
80.5,2
6.0,2
44.5,2
10.0,2
50.0,2
5.25,2
85.0,1
13.25,1
53.75,1
70.5,1
10.5,1
48.25,1
32.5,1
55.25,1
91.0,1
4.0,1
8.5,1
56.25,1
6.5,1
32.0,1
76.75,1
78.75,1
41.5,1
15.5,1
55.5,1
17.75,1
3.25,1
89.0,1
64.0,1
83.25,1
55.75,1
77.0,1
8.0,1
66.0,1
69.75,1
33.75,1
18.0,1
65.25,1
34.75,1
7.25,1
21.5,1
22.0,1
64.5,1
33.0,1
57.0,1
82.0,1
25.5,1
48.75,1
20.5,1
41.25,1
53.5,1
