Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_1_9,14.29,10.0
2,reading_1_7,17.14,12.0
3,reading_1_2,18.57,13.0
4,reading_1_8,22.86,16.0
5,reading_2_4,31.43,22.0
6,reading_1_6,32.86,23.0
7,reading_1_3,34.29,24.0
