Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,18
speak 1,A1,30
speak 1,A2,8
speak 2,Pre - A1,21
speak 2,A1,29
speak 2,A2,6
reading,Pre - A1,1
reading,A1 -,3
reading,A1,9
reading,A1 +,8
reading,A2 -,9
reading,A2,9
reading,A2 +,17
listening,Pre - A1,1
listening,A1 -,8
listening,A1,7
listening,A1 +,14
listening,A2 -,14
listening,A2,11
listening,A2 +,0
