Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,8
speak 1,A1,34
speak 1,A2,15
speak 2,Pre - A1,8
speak 2,A1,27
speak 2,A2,22
reading,Pre - A1,2
reading,A1 -,5
reading,A1,14
reading,A1 +,13
reading,A2 -,14
reading,A2,5
reading,A2 +,3
listening,Pre - A1,5
listening,A1 -,11
listening,A1,12
listening,A1 +,11
listening,A2 -,8
listening,A2,8
listening,A2 +,2
