Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,5
speak 1,A1,1
speak 1,A2,17
speak 2,Pre - A1,5
speak 2,A1,3
speak 2,A2,15
reading,Pre - A1,1
reading,A1 -,0
reading,A1,1
reading,A1 +,7
reading,A2 -,2
reading,A2,5
reading,A2 +,7
listening,Pre - A1,6
listening,A1 -,2
listening,A1,0
listening,A1 +,4
listening,A2 -,1
listening,A2,7
listening,A2 +,2
