Porcentaje de error de revisores,Frecuencia
0.0,15
2.0,14
4.0,9
1.25,7
3.25,6
28.0,2
2.5,2
22.75,1
51.25,1
53.25,1
9.25,1
9.5,1
48.0,1
12.5,1
30.25,1
14.5,1
38.0,1
25.75,1
10.0,1
6.0,1
43.5,1
44.25,1
17.0,1
5.75,1
44.0,1
25.5,1
42.75,1
29.0,1
3.75,1
52.25,1
63.75,1
52.5,1
7.25,1
37.0,1
16.5,1
30.0,1
5.25,1
46.0,1
23.25,1
