Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,13
speak 1,A1,11
speak 1,A2,0
speak 2,Pre - A1,13
speak 2,A1,11
speak 2,A2,0
reading,Pre - A1,0
reading,A1 -,1
reading,A1,1
reading,A1 +,4
reading,A2 -,4
reading,A2,4
reading,A2 +,10
listening,Pre - A1,0
listening,A1 -,0
listening,A1,0
listening,A1 +,1
listening,A2 -,4
listening,A2,6
listening,A2 +,13
