Porcentaje de error de revisores,Frecuencia
2.0,5
6.88,3
5.62,3
1.62,3
1.0,3
3.0,2
3.62,2
2.25,2
5.0,2
3.5,2
5.25,1
6.25,1
10.12,1
2.88,1
1.25,1
9.25,1
6.62,1
6.5,1
4.25,1
2.62,1
6.0,1
5.75,1
4.5,1
4.62,1
7.5,1
8.5,1
8.62,1
3.25,1
17.5,1
7.75,1
