Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,12
speak 1,A1,49
speak 1,A2,19
speak 2,Pre - A1,9
speak 2,A1,43
speak 2,A2,28
reading,Pre - A1,12
reading,A1 -,8
reading,A1,14
reading,A1 +,10
reading,A2 -,14
reading,A2,13
reading,A2 +,8
listening,Pre - A1,2
listening,A1 -,6
listening,A1,17
listening,A1 +,23
listening,A2 -,17
listening,A2,10
listening,A2 +,4
