Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,42
speak 1,A1,28
speak 1,A2,17
speak 2,Pre - A1,24
speak 2,A1,39
speak 2,A2,24
reading,Pre - A1,4
reading,A1 -,4
reading,A1,9
reading,A1 +,20
reading,A2 -,19
reading,A2,22
reading,A2 +,9
listening,Pre - A1,3
listening,A1 -,8
listening,A1,16
listening,A1 +,17
listening,A2 -,18
listening,A2,15
listening,A2 +,10
