Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,100.0,98.0
2,reading_3.1_2,100.0,98.0
3,reading_3.1_5,92.86,91.0
4,reading_3.1_4,92.86,91.0
5,reading_3.1_1,91.84,90.0
6,reading_3.1_3,91.84,90.0
7,reading_4.1_1,90.82,89.0
