Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_1_9,5.17,3.0
2,reading_1_3,8.62,5.0
3,reading_1_2,8.62,5.0
4,reading_1_8,13.79,8.0
5,reading_1_7,13.79,8.0
6,reading_1_5,18.97,11.0
7,reading_1_1,18.97,11.0
