Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,41
speak 1,A1,12
speak 1,A2,4
speak 2,Pre - A1,25
speak 2,A1,28
speak 2,A2,4
reading,Pre - A1,6
reading,A1 -,4
reading,A1,11
reading,A1 +,16
reading,A2 -,9
reading,A2,10
reading,A2 +,1
listening,Pre - A1,4
listening,A1 -,12
listening,A1,19
listening,A1 +,12
listening,A2 -,7
listening,A2,1
listening,A2 +,2
