Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,14
speak 1,A1,23
speak 1,A2,10
speak 2,Pre - A1,18
speak 2,A1,21
speak 2,A2,8
reading,Pre - A1,1
reading,A1 -,4
reading,A1,10
reading,A1 +,13
reading,A2 -,9
reading,A2,8
reading,A2 +,2
listening,Pre - A1,0
listening,A1 -,3
listening,A1,3
listening,A1 +,17
listening,A2 -,6
listening,A2,14
listening,A2 +,4
