Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,98.15,53.0
2,reading_4.2_1,96.3,52.0
3,reading_3.1_5,96.3,52.0
4,reading_3.2_3,96.3,52.0
5,reading_3.1_3,96.3,52.0
6,reading_3.1_1,94.44,51.0
7,reading_3.1_4,94.44,51.0
