Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,29
speak 1,A1,35
speak 1,A2,23
speak 2,Pre - A1,18
speak 2,A1,43
speak 2,A2,26
reading,Pre - A1,3
reading,A1 -,2
reading,A1,4
reading,A1 +,10
reading,A2 -,16
reading,A2,29
reading,A2 +,23
listening,Pre - A1,0
listening,A1 -,2
listening,A1,7
listening,A1 +,21
listening,A2 -,13
listening,A2,28
listening,A2 +,16
