Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,20
speak 1,A1,41
speak 1,A2,15
speak 2,Pre - A1,24
speak 2,A1,39
speak 2,A2,13
reading,Pre - A1,11
reading,A1 -,6
reading,A1,13
reading,A1 +,17
reading,A2 -,16
reading,A2,10
reading,A2 +,0
listening,Pre - A1,5
listening,A1 -,12
listening,A1,14
listening,A1 +,18
listening,A2 -,9
listening,A2,11
listening,A2 +,4
