Porcentaje de error de revisores,Frecuencia
1.25,5
4.5,5
2.5,4
3.25,3
59.0,2
3.75,2
72.25,1
23.75,1
52.0,1
48.75,1
58.5,1
59.5,1
20.25,1
73.5,1
49.25,1
45.25,1
57.75,1
23.5,1
53.25,1
3.12,1
64.75,1
26.5,1
45.75,1
46.75,1
47.0,1
6.5,1
43.25,1
62.25,1
30.25,1
54.0,1
18.25,1
57.25,1
0.0,1
5.12,1
33.5,1
56.25,1
22.5,1
