Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_1_8,22.64,12.0
2,reading_1_7,22.64,12.0
3,reading_1_9,26.42,14.0
4,reading_2_1,30.19,16.0
5,reading_1_3,32.08,17.0
6,reading_3.2_4,41.51,22.0
7,reading_2_4,41.51,22.0
