Porcentaje de error de revisores,Frecuencia
2.5,15
3.75,9
0.0,6
4.5,5
10.5,5
6.5,2
1.25,2
7.25,1
5.75,1
2.0,1
12.5,1
12.0,1
4.0,1
8.5,1
10.0,1
24.0,1
6.25,1
9.0,1
5.25,1
12.25,1
20.5,1
13.0,1
