Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,26
speak 1,A1,23
speak 1,A2,50
speak 2,Pre - A1,30
speak 2,A1,19
speak 2,A2,50
reading,Pre - A1,3
reading,A1 -,1
reading,A1,7
reading,A1 +,12
reading,A2 -,22
reading,A2,33
reading,A2 +,20
listening,Pre - A1,2
listening,A1 -,1
listening,A1,4
listening,A1 +,17
listening,A2 -,24
listening,A2,12
listening,A2 +,39
