Porcentaje de error de revisores,Frecuencia
2.5,17
4.5,4
3.25,3
6.5,3
11.25,3
11.75,3
16.5,2
8.5,2
42.5,2
0.0,2
13.25,1
15.0,1
51.75,1
16.0,1
4.0,1
19.75,1
17.25,1
13.75,1
9.75,1
89.75,1
18.25,1
16.25,1
12.5,1
82.75,1
62.25,1
15.25,1
26.0,1
8.0,1
3.75,1
5.25,1
1.25,1
14.5,1
53.5,1
45.5,1
22.75,1
71.5,1
56.0,1
22.0,1
66.5,1
66.75,1
63.0,1
63.5,1
46.25,1
70.25,1
40.5,1
84.5,1
55.0,1
25.0,1
33.0,1
40.0,1
31.75,1
33.25,1
37.25,1
50.75,1
41.75,1
