Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,100.0,60.0
2,reading_3.1_5,100.0,60.0
3,reading_3.1_4,98.33,59.0
4,reading_3.1_2,98.33,59.0
5,reading_3.1_1,98.33,59.0
6,reading_3.1_3,96.67,58.0
7,reading_4.2_3,95.0,57.0
